Lon Lat Mag Depth Year Month Day agrid-cell-no. distances(km)_to-neighbor:1 2 3 4 5 6 7 8 9 10 
 -70.40  44.49 3.66    0.00 1983 5 29 48141   59.9   76.7  100.0  121.9  145.9  150.3  177.9  196.7  200.0  200.0 
 -84.15  35.55 3.46   10.00 1983 7 8 98493    7.4  100.3  114.1  128.0  127.2  165.6  200.0  200.0  200.0  200.0 
 -82.77  38.47 3.54   10.00 1983 8 17 81677  103.5  104.8  150.0  159.6  200.0  200.0  200.0  200.0  200.0  200.0 
-104.31  37.47 3.46    5.00 1983 8 17 87072    9.9   89.1  143.0  177.8  200.0  200.0  200.0  200.0  200.0  200.0 
 -72.06  40.25 3.45    0.00 1983 9 8 72247  106.5  183.6  195.8  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
-108.84  40.79 3.99    5.00 1983 9 24 68514   65.6   68.2   96.1   97.5  102.6  106.2  111.4  115.0  115.3  117.6 
 -74.26  43.94 4.79    9.00 1983 10 7 51468    3.0   71.2   79.3   88.6   99.7  108.0  124.3  146.6  153.9  153.7 
 -74.61  44.53 4.86   28.00 1983 10 7 48099   40.3   71.2   70.5   74.5   75.3   78.7   89.4  117.2  116.6  118.6 
 -75.75  45.20 3.56    0.00 1983 10 11 44161   59.3   64.4   72.2   76.7   93.3  100.3   99.4  115.4  116.6  125.9 
 -93.39  30.24 3.48    5.00 1983 10 16 128134  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -67.30  44.89 3.55    0.00 1984 1 19 45928   85.2   92.9  169.9  172.9  189.0  200.0  200.0  200.0  200.0  200.0 
 -92.24  50.23 3.47   18.00 1984 2 11 15946  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -76.37  39.95 3.64    0.00 1984 4 23 73326  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -88.47  37.70 3.78    2.00 1984 6 29 86108   67.6   73.8   77.8   77.3   93.9   97.6  101.1  108.9  114.9  121.1 
 -81.17  46.53 3.57    1.00 1984 7 6 36813  174.5  196.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -87.07  39.22 3.68   10.00 1984 7 28 77707   90.8   94.8  111.2  121.3  132.8  147.7  152.0  168.0  200.0  200.0 
 -78.32  37.87 3.58    8.00 1984 8 17 85088   25.9   35.5   38.3   48.4   54.2  200.0  200.0  200.0  200.0  200.0 
-106.02  44.24 4.91    0.00 1984 9 8 49468   77.0   82.3   93.8   98.8  105.6  115.9  127.8  130.0  147.9  153.0 
-106.99  43.69 4.86   20.00 1984 9 8 52263   15.5   38.3   89.7   94.6   98.8  100.7  130.4  135.9  140.1  151.0 
 -85.19  34.78 4.19    0.00 1984 10 9 102410   27.8   37.6   96.1  124.1  128.0  200.0  200.0  200.0  200.0  200.0 
-105.72  42.37 5.21   25.00 1984 10 18 59569   12.1   13.4   15.4   60.5   67.0   68.1   84.6   86.9   96.0  102.1 
-108.85  42.49 4.68    5.00 1984 11 3 58976   34.6   60.3   61.7   73.9   77.1  110.5  112.0  111.9  120.7  125.3 
-108.65  41.82 3.54    5.00 1985 8 13 62906   77.1   85.7   88.3   91.4   92.8   96.1   98.6  101.9  104.3  106.6 
-108.06  42.81 4.15   10.00 1985 8 16 57301   14.8   30.7   73.9   73.7   81.4   94.9  100.4  103.1  107.2  111.8 
 -93.12  35.81 3.48   10.00 1985 9 6 96721   24.3   33.2  104.7  108.6  108.5  162.4  166.7  195.8  200.0  200.0 
 -66.60  47.00 3.48    0.00 1985 10 5 34154    3.0    3.0    3.0    3.0    3.5    5.1  134.9  137.4  165.9  200.0 
 -73.92  41.11 3.65    0.00 1985 10 19 67180  113.9  174.4  183.6  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -90.01  35.86 3.58    5.00 1985 12 5 96191   13.2   12.7   12.2   23.3   27.2   48.4   58.4   62.5   62.5   76.9 
 -81.16  41.65 4.61    6.00 1986 1 31 63741   21.1   66.4  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -84.97  34.95 3.48    5.00 1986 7 11 101851   27.8   65.3   96.4  100.3  118.5  200.0  200.0  200.0  200.0  200.0 
 -84.39  40.55 4.38    4.00 1986 7 12 70441  127.4  155.8  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
-110.57  37.42 3.76    5.00 1986 8 22 87570   80.7   79.8   97.7  160.8  191.5  190.7  196.5  200.0  200.0  200.0 
-107.09  38.91 3.54    5.00 1986 9 3 79190   69.6   76.7   86.7  114.4  161.0  160.7  164.2  167.7  189.8  195.5 
 -70.32  47.30 3.48    0.00 1986 9 19 32434   13.7   35.7   51.3   57.8   58.3   57.5   63.4   63.0   66.4   66.7 
 -66.60  47.00 3.67    5.00 1986 10 17 34154    3.0    3.0    3.0    3.0    3.5    5.1  134.9  137.4  165.9  200.0 
 -71.56  43.42 3.88    0.00 1986 10 25 54300    9.3   75.1  100.4  150.3  200.0  200.0  200.0  200.0  200.0  200.0 
 -70.90  34.67 3.68   10.00 1986 11 7 103114  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -67.41  49.24 3.73    0.00 1986 11 9 21804   28.9   46.9   65.0   78.2   86.9  138.2  192.0  200.0  200.0  200.0 
-110.62  40.44 3.68    1.00 1987 3 5 70740  101.2  118.7  137.5  142.9  146.2  145.9  148.6  147.6  148.4  151.0 
 -84.23  35.57 3.88   18.00 1987 3 27 97932    7.4   96.4  116.2  124.1  133.5  161.7  200.0  200.0  200.0  200.0 
 -87.95  38.71 4.94   10.00 1987 6 10 80504    4.9   29.4   83.5   85.7   94.8  121.1  125.6  140.6  146.7  185.1 
 -89.69  36.60 3.78    5.00 1987 6 13 92267    7.3    8.3   13.9   13.8   36.7   53.5   53.5   55.5   56.7   62.4 
 -89.15  36.88 4.18    5.00 1987 9 29 90589   14.5   18.6   23.2   36.8   48.7   49.9   53.0   56.7   57.1   57.8 
-107.38  45.77 3.69    5.00 1987 10 5 40478   51.9  100.9  138.9  151.4  171.3  200.0  200.0  200.0  200.0  200.0 
 -88.79  37.05 3.48    5.00 1987 10 14 90032   18.5   24.9   36.8   49.3   59.1   70.8   77.8   86.4   93.5   93.8 
 -65.58  48.00 3.48    0.00 1988 1 28 28554  133.1  134.9  134.9  134.9  134.9  135.4  139.3  159.0  164.5  192.0 
-110.87  39.13 5.18    9.00 1988 8 14 78030    3.0    5.0  127.1  147.6  156.8  168.0  189.8  191.5  200.0  200.0 
 -66.59  46.99 3.48    0.00 1988 8 26 34154    3.0    3.0    3.0    3.0    5.4    4.8  135.4  136.1  166.7  200.0 
 -83.88  38.14 4.15    6.00 1988 9 7 83910    4.2  103.5  137.3  192.2  200.0  200.0  200.0  200.0  200.0  200.0 
 -71.16  48.01 5.78   28.00 1988 11 25 28498   50.3   82.3   87.4   86.5   93.2  100.2  100.6  100.8  102.4  110.4 
 -69.48  44.70 3.45    0.00 1988 12 28 47028   17.4   76.7  111.6  122.3  153.6  172.9  198.1  200.0  200.0  200.0 
-104.09  35.22 3.46    7.00 1989 1 29 99977  131.1  168.6  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
-101.90  42.69 3.48    5.00 1989 2 9 57924   47.7   85.4  129.8  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -64.65  50.07 3.85    0.00 1989 2 10 16782   81.0   93.3  130.6  133.0  145.0  200.0  200.0  200.0  200.0  200.0 
 -69.86  47.72 3.71    0.00 1989 3 9 30194    7.0    6.6   10.6    9.7   10.2   16.2   29.8   58.7   57.8   92.0 
-105.60  47.72 3.84    5.00 1989 4 7 29837  150.2  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -89.77  36.01 4.38   10.00 1989 4 27 95632   15.5   21.2   27.2   31.4   35.4   35.4   39.5   50.4   52.9   60.4 
 -99.48  39.17 3.48    5.00 1989 6 8 77583  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -87.64  34.74 3.58   10.00 1989 8 20 102947  127.8  144.5  185.0  197.6  197.2  200.0  200.0  200.0  200.0  200.0 
 -76.60  46.58 3.53    0.00 1989 11 16 36298   34.2   38.7   47.7   51.3   59.9   67.9   76.5   78.3  111.6  118.5 
 -86.43  38.13 3.68    5.00 1990 1 24 83885  108.7  119.2  131.8  132.8  142.5  146.7  174.4  184.8  200.0  200.0 
-102.50  43.31 3.68    5.00 1990 1 28 54552   65.5   79.7   85.4  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
-109.52  40.08 3.54    3.00 1990 4 7 72434   33.0   51.6   97.5  101.2  106.4  154.1  156.8  156.0  158.0  161.6 
 -89.58  37.16 4.26   15.00 1990 9 26 88902   37.6   41.0   48.7   48.6   57.1   59.7   60.3   62.4   69.1   70.3 
 -75.19  46.31 3.51    0.00 1990 10 7 37995   21.7   34.9   38.0   39.9   54.4   66.3   69.0   73.8   81.8   84.2 
 -75.59  46.47 4.54   11.00 1990 10 19 36869    4.2   34.9   56.5   68.5   74.6   78.3   84.0   84.4   87.4   95.2 
 -98.47  43.79 3.58    5.00 1990 10 25 51787   88.1  100.5  114.7  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -93.04  35.60 3.54   29.00 1990 11 15 97844   24.3   34.3   87.2   89.5   89.1  171.9  178.3  200.0  200.0  200.0 
 -76.22  47.13 3.67   18.00 1990 11 15 33497   17.4   35.8   39.1   50.3   67.9   83.4   87.4  106.4  119.4  140.8 
 -72.56  47.58 3.97   18.00 1990 12 31 30728  111.9  114.7  129.6  139.1  158.9  170.8  174.6  183.2  188.9  195.1 
-111.43  37.68 3.54    9.00 1991 1 26 85879   45.2   80.7  166.9  168.0  172.5  176.3  185.6  200.0  200.0  200.0 
 -76.87  46.28 3.47   18.00 1991 3 6 37978   38.7   71.6   80.9   88.7   89.6  100.3  100.6  106.4  118.7  128.9 
 -77.92  37.75 3.48   17.00 1991 3 15 86214   13.5   17.7   21.6   38.3   56.8  200.0  200.0  200.0  200.0  200.0 
 -66.59  49.70 3.47   18.00 1991 3 21 19007   15.6   64.7   73.5   78.2  112.5  142.5  145.0  200.0  200.0  200.0 
 -89.83  36.56 4.11    8.00 1991 5 4 92266   13.8   14.2   17.1   23.1   49.4   56.2   56.2   57.2   61.8   67.3 
-112.01  48.37 3.61    5.00 1991 6 5 25846   30.0   32.6   51.3   52.5   82.6   85.0   96.3   97.5  113.7  118.4 
 -76.70  47.00 3.77   18.00 1991 6 16 34053   16.3   19.3   25.0   39.1   47.7   80.9   99.7  103.0  132.1  137.8 
 -74.64  42.58 3.94    0.00 1991 6 17 58758  118.4  153.9  155.1  174.4  200.0  200.0  200.0  200.0  200.0  200.0 
 -91.64  36.66 3.48    5.00 1991 7 7 91687   17.2   51.3   58.6  137.6  157.0  160.0  162.4  161.9  162.4  162.1 
-108.86  43.50 3.54    5.00 1991 8 7 53366   63.4   91.0   96.1  100.4  102.5  111.0  112.0  111.7  122.7  126.0 
 -67.30  52.04 3.47   18.00 1991 11 3 6097  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -87.89  38.71 3.48   10.00 1991 11 11 80504    4.9   29.2   83.2   84.7   90.8  123.3  130.4  142.5  145.4  188.3 
 -69.86  47.78 3.68    0.00 1991 12 8 29633    7.0    7.8   10.3   11.4   12.8   14.1   32.9   63.4   63.2   93.3 
-106.71  45.82 3.61    5.00 1991 12 23 40485   51.9   78.3  102.8  111.1  183.9  200.0  200.0  200.0  200.0  200.0 
-103.10  32.33 4.68    5.00 1992 1 2 116256  140.7  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -85.73  26.02 3.48    5.00 1992 3 31 151773   86.2  115.5  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -80.12  33.05 4.08   10.00 1992 8 21 112559   12.3   76.8  176.3  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -70.32  39.11 4.27   10.00 1992 8 22 78436  195.8  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
-107.04  43.83 3.61    5.00 1992 8 31 51702   15.5   28.3   87.3   93.8  108.4  113.9  139.4  140.4  145.5  148.0 
 -88.44  28.17 3.48   10.00 1992 9 27 139404  170.6  173.0  178.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
-108.24  42.82 3.92    5.00 1992 10 10 57300   14.8   32.6   61.7   83.6   89.2   91.0   90.3   94.8  116.2  120.4 
-112.61  49.00 3.46    5.00 1992 11 17 22474    3.0   14.6   27.9   30.5   31.3   36.5   54.2   56.0   82.6  109.6 
 -74.86  45.76 3.77   18.00 1992 11 17 40803   23.7   26.9   31.2   31.4   34.2   41.8   46.4   47.5   48.5   52.3 
-112.40  49.21 3.46    5.00 1993 1 22 21354   20.1   27.9   28.1   29.4   28.8   47.0   74.8   75.9   97.5  112.1 
 -89.73  36.66 3.54    7.00 1993 2 6 91706    7.3    9.0   14.2   15.6   35.5   57.1   57.1   60.7   60.7   62.6 
-106.06  44.93 3.54    5.00 1993 2 25 45540   38.2   77.0   79.5  111.1  138.9  145.9  145.5  148.6  156.5  156.7 
 -96.29  45.67 3.78   10.00 1993 6 5 41150  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
-105.70  42.48 3.69    5.00 1993 7 23 59008   12.1   14.9   27.4   48.7   56.6   58.3   73.8   77.0   99.0  105.1 
 -74.12  45.26 3.64    0.00 1993 7 30 43616   30.5   52.8   52.0   53.8   57.5   61.8   64.4   76.3   80.8   82.3 
 -73.60  46.09 3.88    0.00 1993 9 23 39133   50.6   55.6   65.3   79.2   87.0   95.7   99.7  101.4  104.4  106.5 
-105.87  42.42 3.69    5.00 1993 10 10 59567   13.4   14.9   23.9   60.4   68.8   73.0   75.9   77.1   84.6   90.7 
-107.38  43.88 3.54    5.00 1993 11 16 51137   28.3   38.3   62.8  115.9  126.0  130.9  132.3  137.1  138.7  156.7 
 -73.46  45.20 3.86   12.00 1993 11 16 44183   39.5   52.0   54.0   57.2   78.3   88.5   92.2   96.9  100.0   99.7 
 -75.61  46.51 3.87   18.00 1993 12 25 36869    4.2   38.0   59.7   72.7   76.5   77.5   80.9   80.7   83.4  100.4 
-110.13  43.48 4.38    8.00 1993 12 28 53354    7.1   22.1   53.1  102.5  125.2  133.1  151.2  164.3  170.0  183.7 
 -89.19  37.36 3.83   16.00 1994 2 5 87784   41.0   49.3   49.9   53.0   55.1   59.9   73.8   82.4   91.3   94.7 
 -90.18  27.91 3.88   10.00 1994 6 30 141069    9.8   12.9  173.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -66.60  47.00 3.57    5.00 1994 7 14 34154    3.0    3.0    3.0    3.0    3.5    5.1  134.9  137.4  165.9  200.0 
-111.33  48.49 3.58    5.00 1994 8 16 25292   51.3   74.3   76.7   81.3  109.6  112.3  112.1  119.8  136.6  139.6 
-107.98  38.15 4.08   10.00 1994 9 13 83108  114.4  157.9  162.5  175.5  175.9  200.0  200.0  200.0  200.0  200.0 
 -68.20  45.33 3.55    0.00 1994 9 16 43675   85.2  110.8  122.3  139.7  191.4  196.7  200.0  200.0  200.0  200.0 
 -69.96  47.77 3.64    0.00 1994 9 25 29632    6.7    7.8    9.7   11.5   18.4   17.5   25.9   56.9   58.3   85.5 
-108.27  40.04 3.46    5.00 1994 11 3 73007   55.2   57.8   83.6   85.9   86.9   90.0   96.1  106.4  113.3  119.3 
-104.81  39.29 3.68   10.00 1994 12 25 76969   70.1  188.5  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -97.60  34.77 3.68    5.00 1995 1 18 102286   70.0   85.4  106.8  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
-109.64  41.53 4.98    1.00 1995 2 3 64579   14.2   14.0   28.0   88.3  106.2  117.4  125.3  143.0  145.9  158.3 
-108.93  40.18 3.88    5.00 1995 3 20 71879   28.2   51.6   57.8   68.2  104.5  119.3  143.9  146.2  145.4  161.6 
 -80.07  32.95 3.58   10.00 1995 4 17 113120   12.3   65.2  188.4  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -89.43  36.17 3.48    6.00 1995 5 27 94514    3.0    4.3   27.3   35.4   45.2   50.9   53.5   55.8   56.2   60.7 
 -71.91  44.29 3.68    6.00 1995 6 16 49248   91.2  100.4  121.9  125.3  141.1  152.2  158.7  177.5  181.7  189.4 
-104.81  36.25 3.76    5.00 1995 7 4 94360  131.1  137.6  143.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -98.69  36.87 3.48    5.00 1995 9 15 90494  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
-110.88  39.12 3.98    0.00 1996 1 6 78030    3.0    5.8  126.1  148.6  158.0  166.9  190.9  190.7  200.0  200.0 
 -74.43  45.99 3.69   18.00 1996 3 14 39686   27.3   30.0   30.8   41.8   45.7   47.5   63.7   65.3   69.0   72.6 
-104.25  37.40 3.48    5.00 1996 8 1 87634    9.9   88.0  137.6  178.5  200.0  200.0  200.0  200.0  200.0  200.0 
-106.06  43.09 4.07    5.00 1996 10 19 55638   10.1   51.6   55.7   73.8   75.9   83.6   84.6   92.2   99.0  100.7 
-109.27  42.55 3.69    5.00 1996 10 21 58972   34.6   89.2   94.1   96.1  102.3  103.1  109.2  111.0  111.4  112.9 
 -90.00  35.97 3.76   11.00 1996 11 29 95630    7.9   12.7   21.2   20.6   32.0   52.1   55.8   55.8   56.7   67.3 
 -98.05  27.72 3.48    5.00 1997 3 24 142112   20.6  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -86.55  25.78 3.58   33.00 1997 4 18 152886   66.3   86.2  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
-112.65  49.13 3.76    5.00 1997 5 1 21912   12.9   14.6   17.5   20.1   22.1   43.9   68.7   70.4   96.3  119.8 
 -74.19  45.81 3.58   22.00 1997 5 24 40810   23.8   27.3   40.1   52.3   55.6   57.2   61.8   67.6   72.3   73.9 
 -83.51  36.44 3.48    5.00 1997 7 30 93451   88.7   90.3  114.1  116.2  164.9  192.2  195.9  200.0  200.0  200.0 
 -96.43  34.66 4.18    5.00 1997 9 6 102859  106.8  176.1  191.9  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -90.46  35.62 3.48    5.00 1997 9 17 97869   25.1   36.3   48.4   48.8   56.7   60.1   75.5  106.8  109.2  110.9 
 -69.91  47.67 4.24    5.00 1997 10 28 30194    6.6   11.5   12.8   16.1   16.5   16.2   24.4   51.3   52.4   87.3 
 -71.35  46.75 4.45   22.00 1997 11 6 35790   34.5   92.8   97.1   99.2  128.3  129.6  140.7  149.2  151.1  154.0 
 -87.31  33.47 3.68    1.00 1997 12 12 109682   47.2   78.0  144.5  171.5  200.0  200.0  200.0  200.0  200.0  200.0 
-103.41  37.83 3.46    5.00 1998 1 2 85398   88.0   89.1   92.7  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -80.47  34.61 3.58    5.00 1998 4 13 103579  176.3  188.4  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -74.99  45.57 3.67   18.00 1998 4 18 41924   17.4   20.7   23.7   29.8   43.9   48.7   63.7   67.6   69.3   69.9 
 -98.51  34.94 3.86   19.00 1998 4 28 101716   27.3   85.4  191.9  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -73.72  44.75 3.55    0.00 1998 6 9 46986   27.1   34.1   54.0   64.4   67.2   74.5   98.4   99.7  110.9  117.2 
 -66.62  47.03 3.66    0.00 1998 7 15 34154    3.5    3.5    3.5    3.5    4.8    6.3  133.1  140.9  164.6  200.0 
 -74.72  46.17 3.68   12.00 1998 7 30 38561   19.6   30.0   39.9   46.4   54.4   57.2   64.1   66.7   69.9   69.9 
-107.19  41.95 3.61   10.00 1998 8 6 61798   39.6   42.1   45.7   46.0   72.1  100.5  119.3  120.6  121.6  124.4 
 -80.39  41.49 4.45    2.00 1998 9 25 64871   66.4   75.5  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
-111.09  36.03 3.46    5.00 1998 10 18 95419  160.8  185.6  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -78.37  37.38 3.48   13.00 1998 10 21 87892   46.9   48.6   54.2   56.8   73.0  200.0  200.0  200.0  200.0  200.0 
 -69.67  44.62 3.48    0.00 1999 2 26 47587   17.4   59.9  122.9  137.4  139.7  181.7  189.0  198.3  200.0  200.0 
 -66.39  49.65 4.37    2.00 1999 3 16 19009   15.6   52.0   77.1   86.9  116.1  133.0  149.6  192.7  200.0  200.0 
-107.74  41.45 3.98   10.00 1999 4 6 64598   72.1   82.4   85.7   92.7   92.6  113.6  117.6  118.0  125.0  129.1 
 -91.02  36.49 3.58   19.00 1999 10 21 92815    7.7   58.6   71.3  106.5  107.1  108.6  108.1  109.2  115.0  116.0 
-105.47  45.51 3.54   10.00 1999 11 3 42180   79.5   87.2  102.8  112.5  147.9  151.4  200.0  200.0  200.0  200.0 
 -89.84  51.60 3.47   18.00 1999 12 17 8116  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -78.92  46.82 4.62   12.00 2000 1 1 35153   29.6   38.0  157.4  167.4  169.7  174.5  178.7  182.6  194.7  200.0 
-109.81  41.52 4.08    7.00 2000 1 30 64577   14.2   13.5   19.0  101.9  115.0  122.7  133.9  137.5  146.1  161.6 
 -74.25  43.95 3.60    8.00 2000 4 20 50908    3.0   70.5   78.0   89.8   98.4  107.1  123.0  145.5  152.3  155.1 
-107.56  42.18 3.82   12.00 2000 5 26 60672   10.2   39.6   51.0   57.1   60.9   81.4   82.4   90.3   98.6  111.9 
 -92.75  35.80 3.58    0.00 2000 6 27 96725   33.2   34.3   78.6   85.4   84.6  137.6  144.4  166.3  173.1  200.0 
 -71.06  47.56 3.48    0.00 2000 7 12 30743   49.7   50.3   63.0   63.1   79.9   85.5   87.3   92.8   92.0   93.3 
 -74.97  46.19 3.45    0.00 2000 8 6 38558   19.6   21.7   47.5   48.5   52.9   56.5   59.7   63.6   66.2   69.3 
-101.81  35.39 3.58    5.00 2000 8 17 98878    3.0   31.4  104.3  108.7  200.0  200.0  200.0  200.0  200.0  200.0 
 -91.11  36.49 3.58    8.00 2000 8 22 92814    7.7   51.3   64.6  113.2  113.0  114.2  114.8  113.9  121.3  122.7 
 -78.42  46.82 4.57    0.00 2000 10 1 35158   22.9   38.0  120.3  132.4  132.1  141.2  144.7  157.0  170.3  200.0 
-109.23  40.28 3.69    5.00 2000 11 11 71315   28.2   33.0   65.6   85.9  118.7  129.7  139.6  143.0  146.1  156.0 
 -87.66  37.97 3.68    5.00 2000 12 7 84433   10.5   56.7   77.3   84.7   85.7  108.7  143.2  147.7  150.8  161.4 
 -90.17  28.03 3.88   10.00 2000 12 9 140508   12.9   22.4  170.6  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
-101.80  35.40 3.58    5.00 2000 12 16 98878    3.0   30.2  104.3  107.1  200.0  200.0  200.0  200.0  200.0  200.0 
 -63.35  50.03 3.79    0.00 2001 3 24 17357   93.3  143.3  170.8  200.0  200.0  200.0  200.0  200.0  200.0  200.0 
 -92.19  35.19 4.32    5.00 2001 5 4 100096    3.0   10.4   84.6   89.5  108.5  141.1  164.0  170.4  174.5  178.8 
-107.38  39.66 3.92    5.00 2001 8 9 74699   13.0   36.6   74.1   86.9   86.7   88.9   89.6  109.0  121.3  143.9 
